sample_name,cycle,fluorescence,sample_type,primer_set,temperature,mastermix,well,column,row,normalization,experiment,subtitle,plate,plate_title,sample_ID,short_name,plot_cycle,data_class,sample_ID_ton,sample_name_old,short_name_old,temp_num,plate_well,sample_richness,sample_counts,sample_type_richness,sample_type_counts,contaminants,reads_with_contaminants,input,filtered,percentage.of.input.passed.filter,denoised,non.chimeric,percentage.of.input.non.chimeric,fastq_reads,trimmed_reads,filtered_reads,denoised_reads,chimeric_reads,contaminant_table_reads,contaminant_reads,usable_reads,p_fastq_reads,p_trimmed_reads,p_filtered_reads,p_denoised_reads,p_chimeric_reads,p_contaminant_reads,p_contaminant_table_reads,p_usable_reads
singleton_G7_Soil_Fixed_24_F7,24,4106,NTC,Truncated50,52°C,QB,F7,7,F,fixed cycles,G7,Soil_Fixed_24,5,plate_5: 24 cycles Soil,G7_5_F7,singleton_QB_Truncated50_fixed cycles_NTC_52°C,cycle_24,singleton,S_G7_5_F7,G7_Soil_Fixed_24_F7,QB_Truncated50_fixed cycles_NTC_52°C,52C,5F7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G7_Soil_Fixed_24_F7,24,4106,NTC,Truncated50,52°C,QB,F7,7,F,fixed cycles,G7,Soil_Fixed_24,5,plate_5: 24 cycles Soil,G7_5_F7,doubleton_QB_Truncated50_fixed cycles_NTC_52°C,cycle_24,doubleton,D_G7_5_F7,G7_Soil_Fixed_24_F7,QB_Truncated50_fixed cycles_NTC_52°C,52C,5F7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
singleton_G7_Soil_Fixed_24_F8,24,3466,NTC,Truncated50,57°C,QB,F8,8,F,fixed cycles,G7,Soil_Fixed_24,5,plate_5: 24 cycles Soil,G7_5_F8,singleton_QB_Truncated50_fixed cycles_NTC_57°C,cycle_24,singleton,S_G7_5_F8,G7_Soil_Fixed_24_F8,QB_Truncated50_fixed cycles_NTC_57°C,57C,5F8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G7_Soil_Fixed_24_F8,24,3466,NTC,Truncated50,57°C,QB,F8,8,F,fixed cycles,G7,Soil_Fixed_24,5,plate_5: 24 cycles Soil,G7_5_F8,doubleton_QB_Truncated50_fixed cycles_NTC_57°C,cycle_24,doubleton,D_G7_5_F8,G7_Soil_Fixed_24_F8,QB_Truncated50_fixed cycles_NTC_57°C,57C,5F8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
singleton_G7_Soil_Fixed_24_G5,24,2563,NTC,Truncated50,42°C,QB,G5,5,G,fixed cycles,G7,Soil_Fixed_24,5,plate_5: 24 cycles Soil,G7_5_G5,singleton_QB_Truncated50_fixed cycles_NTC_42°C,cycle_24,singleton,S_G7_5_G5,G7_Soil_Fixed_24_G5,QB_Truncated50_fixed cycles_NTC_42°C,42C,5G5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G7_Soil_Fixed_24_G5,24,2563,NTC,Truncated50,42°C,QB,G5,5,G,fixed cycles,G7,Soil_Fixed_24,5,plate_5: 24 cycles Soil,G7_5_G5,doubleton_QB_Truncated50_fixed cycles_NTC_42°C,cycle_24,doubleton,D_G7_5_G5,G7_Soil_Fixed_24_G5,QB_Truncated50_fixed cycles_NTC_42°C,42C,5G5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
singleton_G7_Soil_Fixed_24_G6,24,5768,NTC,Truncated50,47°C,QB,G6,6,G,fixed cycles,G7,Soil_Fixed_24,5,plate_5: 24 cycles Soil,G7_5_G6,singleton_QB_Truncated50_fixed cycles_NTC_47°C,cycle_24,singleton,S_G7_5_G6,G7_Soil_Fixed_24_G6,QB_Truncated50_fixed cycles_NTC_47°C,47C,5G6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G7_Soil_Fixed_24_G6,24,5768,NTC,Truncated50,47°C,QB,G6,6,G,fixed cycles,G7,Soil_Fixed_24,5,plate_5: 24 cycles Soil,G7_5_G6,doubleton_QB_Truncated50_fixed cycles_NTC_47°C,cycle_24,doubleton,D_G7_5_G6,G7_Soil_Fixed_24_G6,QB_Truncated50_fixed cycles_NTC_47°C,47C,5G6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
singleton_G7_Soil_Fixed_24_G7,24,2198,NTC,Truncated50,52°C,QB,G7,7,G,fixed cycles,G7,Soil_Fixed_24,5,plate_5: 24 cycles Soil,G7_5_G7,singleton_QB_Truncated50_fixed cycles_NTC_52°C,cycle_24,singleton,S_G7_5_G7,G7_Soil_Fixed_24_G7,QB_Truncated50_fixed cycles_NTC_52°C,52C,5G7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G7_Soil_Fixed_24_G7,24,2198,NTC,Truncated50,52°C,QB,G7,7,G,fixed cycles,G7,Soil_Fixed_24,5,plate_5: 24 cycles Soil,G7_5_G7,doubleton_QB_Truncated50_fixed cycles_NTC_52°C,cycle_24,doubleton,D_G7_5_G7,G7_Soil_Fixed_24_G7,QB_Truncated50_fixed cycles_NTC_52°C,52C,5G7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
singleton_G7_Soil_Fixed_24_G8,24,3660,NTC,Truncated50,57°C,QB,G8,8,G,fixed cycles,G7,Soil_Fixed_24,5,plate_5: 24 cycles Soil,G7_5_G8,singleton_QB_Truncated50_fixed cycles_NTC_57°C,cycle_24,singleton,S_G7_5_G8,G7_Soil_Fixed_24_G8,QB_Truncated50_fixed cycles_NTC_57°C,57C,5G8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G7_Soil_Fixed_24_G8,24,3660,NTC,Truncated50,57°C,QB,G8,8,G,fixed cycles,G7,Soil_Fixed_24,5,plate_5: 24 cycles Soil,G7_5_G8,doubleton_QB_Truncated50_fixed cycles_NTC_57°C,cycle_24,doubleton,D_G7_5_G8,G7_Soil_Fixed_24_G8,QB_Truncated50_fixed cycles_NTC_57°C,57C,5G8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
singleton_G7_Soil_Fixed_24_H5,24,3129,NTC,Truncated50,42°C,QB,H5,5,H,fixed cycles,G7,Soil_Fixed_24,5,plate_5: 24 cycles Soil,G7_5_H5,singleton_QB_Truncated50_fixed cycles_NTC_42°C,cycle_24,singleton,S_G7_5_H5,G7_Soil_Fixed_24_H5,QB_Truncated50_fixed cycles_NTC_42°C,42C,5H5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G7_Soil_Fixed_24_H5,24,3129,NTC,Truncated50,42°C,QB,H5,5,H,fixed cycles,G7,Soil_Fixed_24,5,plate_5: 24 cycles Soil,G7_5_H5,doubleton_QB_Truncated50_fixed cycles_NTC_42°C,cycle_24,doubleton,D_G7_5_H5,G7_Soil_Fixed_24_H5,QB_Truncated50_fixed cycles_NTC_42°C,42C,5H5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
singleton_G7_Soil_Fixed_24_H6,24,2374,NTC,Truncated50,47°C,QB,H6,6,H,fixed cycles,G7,Soil_Fixed_24,5,plate_5: 24 cycles Soil,G7_5_H6,singleton_QB_Truncated50_fixed cycles_NTC_47°C,cycle_24,singleton,S_G7_5_H6,G7_Soil_Fixed_24_H6,QB_Truncated50_fixed cycles_NTC_47°C,47C,5H6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G7_Soil_Fixed_24_H6,24,2374,NTC,Truncated50,47°C,QB,H6,6,H,fixed cycles,G7,Soil_Fixed_24,5,plate_5: 24 cycles Soil,G7_5_H6,doubleton_QB_Truncated50_fixed cycles_NTC_47°C,cycle_24,doubleton,D_G7_5_H6,G7_Soil_Fixed_24_H6,QB_Truncated50_fixed cycles_NTC_47°C,47C,5H6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
singleton_G7_Soil_Fixed_24_H7,24,3881,NTC,Truncated50,52°C,QB,H7,7,H,fixed cycles,G7,Soil_Fixed_24,5,plate_5: 24 cycles Soil,G7_5_H7,singleton_QB_Truncated50_fixed cycles_NTC_52°C,cycle_24,singleton,S_G7_5_H7,G7_Soil_Fixed_24_H7,QB_Truncated50_fixed cycles_NTC_52°C,52C,5H7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G7_Soil_Fixed_24_H7,24,3881,NTC,Truncated50,52°C,QB,H7,7,H,fixed cycles,G7,Soil_Fixed_24,5,plate_5: 24 cycles Soil,G7_5_H7,doubleton_QB_Truncated50_fixed cycles_NTC_52°C,cycle_24,doubleton,D_G7_5_H7,G7_Soil_Fixed_24_H7,QB_Truncated50_fixed cycles_NTC_52°C,52C,5H7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
singleton_G7_Soil_Fixed_24_H8,24,1597,NTC,Truncated50,57°C,QB,H8,8,H,fixed cycles,G7,Soil_Fixed_24,5,plate_5: 24 cycles Soil,G7_5_H8,singleton_QB_Truncated50_fixed cycles_NTC_57°C,cycle_24,singleton,S_G7_5_H8,G7_Soil_Fixed_24_H8,QB_Truncated50_fixed cycles_NTC_57°C,57C,5H8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G7_Soil_Fixed_24_H8,24,1597,NTC,Truncated50,57°C,QB,H8,8,H,fixed cycles,G7,Soil_Fixed_24,5,plate_5: 24 cycles Soil,G7_5_H8,doubleton_QB_Truncated50_fixed cycles_NTC_57°C,cycle_24,doubleton,D_G7_5_H8,G7_Soil_Fixed_24_H8,QB_Truncated50_fixed cycles_NTC_57°C,57C,5H8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
singleton_G7_Soil_FL_5000_A5,14,5234,Soil,Truncated50,42°C,QB,A5,5,A,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_A5,singleton_QB_Truncated50_targeted fluorescence_Soil_42°C,cycle_14,singleton,S_G7_6_A5,G7_Soil_FL_5000_A5,QB_Truncated50_targeted fluorescence_Soil_42°C,42C,6A5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G7_Soil_FL_5000_A5,14,5234,Soil,Truncated50,42°C,QB,A5,5,A,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_A5,doubleton_QB_Truncated50_targeted fluorescence_Soil_42°C,cycle_14,doubleton,D_G7_6_A5,G7_Soil_FL_5000_A5,QB_Truncated50_targeted fluorescence_Soil_42°C,42C,6A5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
singleton_G7_Soil_FL_5000_A6,14,5581,Soil,Truncated50,47°C,QB,A6,6,A,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_A6,singleton_QB_Truncated50_targeted fluorescence_Soil_47°C,cycle_14,singleton,S_G7_6_A6,G7_Soil_FL_5000_A6,QB_Truncated50_targeted fluorescence_Soil_47°C,47C,6A6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G7_Soil_FL_5000_A6,14,5581,Soil,Truncated50,47°C,QB,A6,6,A,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_A6,doubleton_QB_Truncated50_targeted fluorescence_Soil_47°C,cycle_14,doubleton,D_G7_6_A6,G7_Soil_FL_5000_A6,QB_Truncated50_targeted fluorescence_Soil_47°C,47C,6A6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
singleton_G7_Soil_FL_5000_A7,14,5025,Soil,Truncated50,52°C,QB,A7,7,A,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_A7,singleton_QB_Truncated50_targeted fluorescence_Soil_52°C,cycle_14,singleton,S_G7_6_A7,G7_Soil_FL_5000_A7,QB_Truncated50_targeted fluorescence_Soil_52°C,52C,6A7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G7_Soil_FL_5000_A7,14,5025,Soil,Truncated50,52°C,QB,A7,7,A,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_A7,doubleton_QB_Truncated50_targeted fluorescence_Soil_52°C,cycle_14,doubleton,D_G7_6_A7,G7_Soil_FL_5000_A7,QB_Truncated50_targeted fluorescence_Soil_52°C,52C,6A7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
singleton_G7_Soil_FL_5000_A8,15,5305,Soil,Truncated50,57°C,QB,A8,8,A,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_A8,singleton_QB_Truncated50_targeted fluorescence_Soil_57°C,cycle_15,singleton,S_G7_6_A8,G7_Soil_FL_5000_A8,QB_Truncated50_targeted fluorescence_Soil_57°C,57C,6A8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G7_Soil_FL_5000_A8,15,5305,Soil,Truncated50,57°C,QB,A8,8,A,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_A8,doubleton_QB_Truncated50_targeted fluorescence_Soil_57°C,cycle_15,doubleton,D_G7_6_A8,G7_Soil_FL_5000_A8,QB_Truncated50_targeted fluorescence_Soil_57°C,57C,6A8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
singleton_G7_Soil_FL_5000_B5,13,5007,Soil,Truncated50,42°C,QB,B5,5,B,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_B5,singleton_QB_Truncated50_targeted fluorescence_Soil_42°C,cycle_13,singleton,S_G7_6_B5,G7_Soil_FL_5000_B5,QB_Truncated50_targeted fluorescence_Soil_42°C,42C,6B5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G7_Soil_FL_5000_B5,13,5007,Soil,Truncated50,42°C,QB,B5,5,B,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_B5,doubleton_QB_Truncated50_targeted fluorescence_Soil_42°C,cycle_13,doubleton,D_G7_6_B5,G7_Soil_FL_5000_B5,QB_Truncated50_targeted fluorescence_Soil_42°C,42C,6B5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
singleton_G7_Soil_FL_5000_B6,14,5337,Soil,Truncated50,47°C,QB,B6,6,B,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_B6,singleton_QB_Truncated50_targeted fluorescence_Soil_47°C,cycle_14,singleton,S_G7_6_B6,G7_Soil_FL_5000_B6,QB_Truncated50_targeted fluorescence_Soil_47°C,47C,6B6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G7_Soil_FL_5000_B6,14,5337,Soil,Truncated50,47°C,QB,B6,6,B,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_B6,doubleton_QB_Truncated50_targeted fluorescence_Soil_47°C,cycle_14,doubleton,D_G7_6_B6,G7_Soil_FL_5000_B6,QB_Truncated50_targeted fluorescence_Soil_47°C,47C,6B6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
singleton_G7_Soil_FL_5000_B7,14,5552,Soil,Truncated50,52°C,QB,B7,7,B,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_B7,singleton_QB_Truncated50_targeted fluorescence_Soil_52°C,cycle_14,singleton,S_G7_6_B7,G7_Soil_FL_5000_B7,QB_Truncated50_targeted fluorescence_Soil_52°C,52C,6B7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G7_Soil_FL_5000_B7,14,5552,Soil,Truncated50,52°C,QB,B7,7,B,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_B7,doubleton_QB_Truncated50_targeted fluorescence_Soil_52°C,cycle_14,doubleton,D_G7_6_B7,G7_Soil_FL_5000_B7,QB_Truncated50_targeted fluorescence_Soil_52°C,52C,6B7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
singleton_G7_Soil_FL_5000_B8,15,5750,Soil,Truncated50,57°C,QB,B8,8,B,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_B8,singleton_QB_Truncated50_targeted fluorescence_Soil_57°C,cycle_15,singleton,S_G7_6_B8,G7_Soil_FL_5000_B8,QB_Truncated50_targeted fluorescence_Soil_57°C,57C,6B8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G7_Soil_FL_5000_B8,15,5750,Soil,Truncated50,57°C,QB,B8,8,B,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_B8,doubleton_QB_Truncated50_targeted fluorescence_Soil_57°C,cycle_15,doubleton,D_G7_6_B8,G7_Soil_FL_5000_B8,QB_Truncated50_targeted fluorescence_Soil_57°C,57C,6B8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
singleton_G7_Soil_FL_5000_C5,14,5358,Soil,Truncated50,42°C,QB,C5,5,C,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_C5,singleton_QB_Truncated50_targeted fluorescence_Soil_42°C,cycle_14,singleton,S_G7_6_C5,G7_Soil_FL_5000_C5,QB_Truncated50_targeted fluorescence_Soil_42°C,42C,6C5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G7_Soil_FL_5000_C5,14,5358,Soil,Truncated50,42°C,QB,C5,5,C,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_C5,doubleton_QB_Truncated50_targeted fluorescence_Soil_42°C,cycle_14,doubleton,D_G7_6_C5,G7_Soil_FL_5000_C5,QB_Truncated50_targeted fluorescence_Soil_42°C,42C,6C5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
singleton_G7_Soil_FL_5000_C6,14,5480,Soil,Truncated50,47°C,QB,C6,6,C,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_C6,singleton_QB_Truncated50_targeted fluorescence_Soil_47°C,cycle_14,singleton,S_G7_6_C6,G7_Soil_FL_5000_C6,QB_Truncated50_targeted fluorescence_Soil_47°C,47C,6C6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G7_Soil_FL_5000_C6,14,5480,Soil,Truncated50,47°C,QB,C6,6,C,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_C6,doubleton_QB_Truncated50_targeted fluorescence_Soil_47°C,cycle_14,doubleton,D_G7_6_C6,G7_Soil_FL_5000_C6,QB_Truncated50_targeted fluorescence_Soil_47°C,47C,6C6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
singleton_G7_Soil_FL_5000_C7,14,5610,Soil,Truncated50,52°C,QB,C7,7,C,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_C7,singleton_QB_Truncated50_targeted fluorescence_Soil_52°C,cycle_14,singleton,S_G7_6_C7,G7_Soil_FL_5000_C7,QB_Truncated50_targeted fluorescence_Soil_52°C,52C,6C7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G7_Soil_FL_5000_C7,14,5610,Soil,Truncated50,52°C,QB,C7,7,C,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_C7,doubleton_QB_Truncated50_targeted fluorescence_Soil_52°C,cycle_14,doubleton,D_G7_6_C7,G7_Soil_FL_5000_C7,QB_Truncated50_targeted fluorescence_Soil_52°C,52C,6C7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
singleton_G7_Soil_FL_5000_C8,15,5640,Soil,Truncated50,57°C,QB,C8,8,C,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_C8,singleton_QB_Truncated50_targeted fluorescence_Soil_57°C,cycle_15,singleton,S_G7_6_C8,G7_Soil_FL_5000_C8,QB_Truncated50_targeted fluorescence_Soil_57°C,57C,6C8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G7_Soil_FL_5000_C8,15,5640,Soil,Truncated50,57°C,QB,C8,8,C,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_C8,doubleton_QB_Truncated50_targeted fluorescence_Soil_57°C,cycle_15,doubleton,D_G7_6_C8,G7_Soil_FL_5000_C8,QB_Truncated50_targeted fluorescence_Soil_57°C,57C,6C8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
singleton_G7_Soil_FL_5000_D5,15,5534,Soil,Truncated50,42°C,QB,D5,5,D,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_D5,singleton_QB_Truncated50_targeted fluorescence_Soil_42°C,cycle_15,singleton,S_G7_6_D5,G7_Soil_FL_5000_D5,QB_Truncated50_targeted fluorescence_Soil_42°C,42C,6D5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G7_Soil_FL_5000_D5,15,5534,Soil,Truncated50,42°C,QB,D5,5,D,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_D5,doubleton_QB_Truncated50_targeted fluorescence_Soil_42°C,cycle_15,doubleton,D_G7_6_D5,G7_Soil_FL_5000_D5,QB_Truncated50_targeted fluorescence_Soil_42°C,42C,6D5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
singleton_G7_Soil_FL_5000_D6,13,5208,Soil,Truncated50,47°C,QB,D6,6,D,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_D6,singleton_QB_Truncated50_targeted fluorescence_Soil_47°C,cycle_13,singleton,S_G7_6_D6,G7_Soil_FL_5000_D6,QB_Truncated50_targeted fluorescence_Soil_47°C,47C,6D6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G7_Soil_FL_5000_D6,13,5208,Soil,Truncated50,47°C,QB,D6,6,D,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_D6,doubleton_QB_Truncated50_targeted fluorescence_Soil_47°C,cycle_13,doubleton,D_G7_6_D6,G7_Soil_FL_5000_D6,QB_Truncated50_targeted fluorescence_Soil_47°C,47C,6D6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
