sample_name,cycle,fluorescence,sample_type,primer_set,temperature,mastermix,well,column,row,normalization,experiment,subtitle,plate,plate_title,sample_ID,short_name,plot_cycle,data_class,sample_ID_ton,sample_name_old,short_name_old,temp_num,plate_well,sample_richness,sample_counts,sample_type_richness,sample_type_counts,contaminants,reads_with_contaminants,input,filtered,percentage.of.input.passed.filter,denoised,non.chimeric,percentage.of.input.non.chimeric,fastq_reads,trimmed_reads,filtered_reads,denoised_reads,chimeric_reads,contaminant_table_reads,contaminant_reads,usable_reads,p_fastq_reads,p_trimmed_reads,p_filtered_reads,p_denoised_reads,p_chimeric_reads,p_contaminant_reads,p_contaminant_table_reads,p_usable_reads
doubleton_G7_Soil_Fixed_24_F3,24,1465,NTC,Standard,52°C,QB,F3,3,F,fixed cycles,G7,Soil_Fixed_24,5,plate_5: 24 cycles Soil,G7_5_F3,doubleton_QB_Standard_fixed cycles_NTC_52°C,cycle_24,doubleton,D_G7_5_F3,G7_Soil_Fixed_24_F3,QB_Standard_fixed cycles_NTC_52°C,52C,5F3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
singleton_G7_Soil_Fixed_24_F4,24,1310,NTC,Standard,57°C,QB,F4,4,F,fixed cycles,G7,Soil_Fixed_24,5,plate_5: 24 cycles Soil,G7_5_F4,singleton_QB_Standard_fixed cycles_NTC_57°C,cycle_24,singleton,S_G7_5_F4,G7_Soil_Fixed_24_F4,QB_Standard_fixed cycles_NTC_57°C,57C,5F4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G7_Soil_Fixed_24_F4,24,1310,NTC,Standard,57°C,QB,F4,4,F,fixed cycles,G7,Soil_Fixed_24,5,plate_5: 24 cycles Soil,G7_5_F4,doubleton_QB_Standard_fixed cycles_NTC_57°C,cycle_24,doubleton,D_G7_5_F4,G7_Soil_Fixed_24_F4,QB_Standard_fixed cycles_NTC_57°C,57C,5F4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
singleton_G7_Soil_Fixed_24_G1,24,952,NTC,Standard,42°C,QB,G1,1,G,fixed cycles,G7,Soil_Fixed_24,5,plate_5: 24 cycles Soil,G7_5_G1,singleton_QB_Standard_fixed cycles_NTC_42°C,cycle_24,singleton,S_G7_5_G1,G7_Soil_Fixed_24_G1,QB_Standard_fixed cycles_NTC_42°C,42C,5G1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G7_Soil_Fixed_24_G1,24,952,NTC,Standard,42°C,QB,G1,1,G,fixed cycles,G7,Soil_Fixed_24,5,plate_5: 24 cycles Soil,G7_5_G1,doubleton_QB_Standard_fixed cycles_NTC_42°C,cycle_24,doubleton,D_G7_5_G1,G7_Soil_Fixed_24_G1,QB_Standard_fixed cycles_NTC_42°C,42C,5G1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
singleton_G7_Soil_Fixed_24_G2,24,1020,NTC,Standard,47°C,QB,G2,2,G,fixed cycles,G7,Soil_Fixed_24,5,plate_5: 24 cycles Soil,G7_5_G2,singleton_QB_Standard_fixed cycles_NTC_47°C,cycle_24,singleton,S_G7_5_G2,G7_Soil_Fixed_24_G2,QB_Standard_fixed cycles_NTC_47°C,47C,5G2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G7_Soil_Fixed_24_G2,24,1020,NTC,Standard,47°C,QB,G2,2,G,fixed cycles,G7,Soil_Fixed_24,5,plate_5: 24 cycles Soil,G7_5_G2,doubleton_QB_Standard_fixed cycles_NTC_47°C,cycle_24,doubleton,D_G7_5_G2,G7_Soil_Fixed_24_G2,QB_Standard_fixed cycles_NTC_47°C,47C,5G2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
singleton_G7_Soil_Fixed_24_G3,24,1020,NTC,Standard,52°C,QB,G3,3,G,fixed cycles,G7,Soil_Fixed_24,5,plate_5: 24 cycles Soil,G7_5_G3,singleton_QB_Standard_fixed cycles_NTC_52°C,cycle_24,singleton,S_G7_5_G3,G7_Soil_Fixed_24_G3,QB_Standard_fixed cycles_NTC_52°C,52C,5G3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G7_Soil_Fixed_24_G3,24,1020,NTC,Standard,52°C,QB,G3,3,G,fixed cycles,G7,Soil_Fixed_24,5,plate_5: 24 cycles Soil,G7_5_G3,doubleton_QB_Standard_fixed cycles_NTC_52°C,cycle_24,doubleton,D_G7_5_G3,G7_Soil_Fixed_24_G3,QB_Standard_fixed cycles_NTC_52°C,52C,5G3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
singleton_G7_Soil_Fixed_24_G4,24,1470,NTC,Standard,57°C,QB,G4,4,G,fixed cycles,G7,Soil_Fixed_24,5,plate_5: 24 cycles Soil,G7_5_G4,singleton_QB_Standard_fixed cycles_NTC_57°C,cycle_24,singleton,S_G7_5_G4,G7_Soil_Fixed_24_G4,QB_Standard_fixed cycles_NTC_57°C,57C,5G4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G7_Soil_Fixed_24_G4,24,1470,NTC,Standard,57°C,QB,G4,4,G,fixed cycles,G7,Soil_Fixed_24,5,plate_5: 24 cycles Soil,G7_5_G4,doubleton_QB_Standard_fixed cycles_NTC_57°C,cycle_24,doubleton,D_G7_5_G4,G7_Soil_Fixed_24_G4,QB_Standard_fixed cycles_NTC_57°C,57C,5G4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
singleton_G7_Soil_Fixed_24_H1,24,893,NTC,Standard,42°C,QB,H1,1,H,fixed cycles,G7,Soil_Fixed_24,5,plate_5: 24 cycles Soil,G7_5_H1,singleton_QB_Standard_fixed cycles_NTC_42°C,cycle_24,singleton,S_G7_5_H1,G7_Soil_Fixed_24_H1,QB_Standard_fixed cycles_NTC_42°C,42C,5H1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G7_Soil_Fixed_24_H1,24,893,NTC,Standard,42°C,QB,H1,1,H,fixed cycles,G7,Soil_Fixed_24,5,plate_5: 24 cycles Soil,G7_5_H1,doubleton_QB_Standard_fixed cycles_NTC_42°C,cycle_24,doubleton,D_G7_5_H1,G7_Soil_Fixed_24_H1,QB_Standard_fixed cycles_NTC_42°C,42C,5H1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
singleton_G7_Soil_Fixed_24_H2,24,882,NTC,Standard,47°C,QB,H2,2,H,fixed cycles,G7,Soil_Fixed_24,5,plate_5: 24 cycles Soil,G7_5_H2,singleton_QB_Standard_fixed cycles_NTC_47°C,cycle_24,singleton,S_G7_5_H2,G7_Soil_Fixed_24_H2,QB_Standard_fixed cycles_NTC_47°C,47C,5H2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G7_Soil_Fixed_24_H2,24,882,NTC,Standard,47°C,QB,H2,2,H,fixed cycles,G7,Soil_Fixed_24,5,plate_5: 24 cycles Soil,G7_5_H2,doubleton_QB_Standard_fixed cycles_NTC_47°C,cycle_24,doubleton,D_G7_5_H2,G7_Soil_Fixed_24_H2,QB_Standard_fixed cycles_NTC_47°C,47C,5H2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
singleton_G7_Soil_Fixed_24_H3,24,1399,NTC,Standard,52°C,QB,H3,3,H,fixed cycles,G7,Soil_Fixed_24,5,plate_5: 24 cycles Soil,G7_5_H3,singleton_QB_Standard_fixed cycles_NTC_52°C,cycle_24,singleton,S_G7_5_H3,G7_Soil_Fixed_24_H3,QB_Standard_fixed cycles_NTC_52°C,52C,5H3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G7_Soil_Fixed_24_H3,24,1399,NTC,Standard,52°C,QB,H3,3,H,fixed cycles,G7,Soil_Fixed_24,5,plate_5: 24 cycles Soil,G7_5_H3,doubleton_QB_Standard_fixed cycles_NTC_52°C,cycle_24,doubleton,D_G7_5_H3,G7_Soil_Fixed_24_H3,QB_Standard_fixed cycles_NTC_52°C,52C,5H3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
singleton_G7_Soil_Fixed_24_H4,24,661,NTC,Standard,57°C,QB,H4,4,H,fixed cycles,G7,Soil_Fixed_24,5,plate_5: 24 cycles Soil,G7_5_H4,singleton_QB_Standard_fixed cycles_NTC_57°C,cycle_24,singleton,S_G7_5_H4,G7_Soil_Fixed_24_H4,QB_Standard_fixed cycles_NTC_57°C,57C,5H4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G7_Soil_Fixed_24_H4,24,661,NTC,Standard,57°C,QB,H4,4,H,fixed cycles,G7,Soil_Fixed_24,5,plate_5: 24 cycles Soil,G7_5_H4,doubleton_QB_Standard_fixed cycles_NTC_57°C,cycle_24,doubleton,D_G7_5_H4,G7_Soil_Fixed_24_H4,QB_Standard_fixed cycles_NTC_57°C,57C,5H4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
singleton_G7_Soil_FL_5000_A1,16,5866,Soil,Standard,42°C,QB,A1,1,A,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_A1,singleton_QB_Standard_targeted fluorescence_Soil_42°C,cycle_16,singleton,S_G7_6_A1,G7_Soil_FL_5000_A1,QB_Standard_targeted fluorescence_Soil_42°C,42C,6A1,4595,46883,22908,772209,removed,47918,96255,74850,77.76,72016,71374,74.15,107024,10769,21405,2834,642,1035,24491,46883,100,10.06,20,2.65,0.6,22.88,0.97,43.81
doubleton_G7_Soil_FL_5000_A1,16,5866,Soil,Standard,42°C,QB,A1,1,A,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_A1,doubleton_QB_Standard_targeted fluorescence_Soil_42°C,cycle_16,doubleton,D_G7_6_A1,G7_Soil_FL_5000_A1,QB_Standard_targeted fluorescence_Soil_42°C,42C,6A1,8061,45423,21084,787947,removed,45441,96255,74850,77.76,46339,46245,48.04,107024,10769,21405,28511,94,18,822,45423,100,10.06,20,26.64,0.09,0.77,0.02,42.44
singleton_G7_Soil_FL_5000_A2,16,6248,Soil,Standard,47°C,QB,A2,2,A,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_A2,singleton_QB_Standard_targeted fluorescence_Soil_47°C,cycle_16,singleton,S_G7_6_A2,G7_Soil_FL_5000_A2,QB_Standard_targeted fluorescence_Soil_47°C,47C,6A2,3474,31597,22908,772209,removed,32079,65008,52639,80.97,50618,50082,77.04,68674,3666,12369,2021,536,482,18485,31597,100,5.34,18.01,2.94,0.78,26.92,0.7,46.01
doubleton_G7_Soil_FL_5000_A2,16,6248,Soil,Standard,47°C,QB,A2,2,A,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_A2,doubleton_QB_Standard_targeted fluorescence_Soil_47°C,cycle_16,doubleton,D_G7_6_A2,G7_Soil_FL_5000_A2,QB_Standard_targeted fluorescence_Soil_47°C,47C,6A2,6425,30588,21084,787947,removed,30633,65008,52639,80.97,31067,30998,47.68,68674,3666,12369,21572,69,45,410,30588,100,5.34,18.01,31.41,0.1,0.6,0.07,44.54
singleton_G7_Soil_FL_5000_A3,16,6220,Soil,Standard,52°C,QB,A3,3,A,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_A3,singleton_QB_Standard_targeted fluorescence_Soil_52°C,cycle_16,singleton,S_G7_6_A3,G7_Soil_FL_5000_A3,QB_Standard_targeted fluorescence_Soil_52°C,52C,6A3,484,591,22908,772209,removed,671,5956,4902,82.3,4795,4784,80.32,6057,101,1054,107,11,80,4193,591,100,1.67,17.4,1.77,0.18,69.23,1.32,9.76
doubleton_G7_Soil_FL_5000_A3,16,6220,Soil,Standard,52°C,QB,A3,3,A,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_A3,doubleton_QB_Standard_targeted fluorescence_Soil_52°C,cycle_16,doubleton,D_G7_6_A3,G7_Soil_FL_5000_A3,QB_Standard_targeted fluorescence_Soil_52°C,52C,6A3,553,1064,21084,787947,removed,1125,5956,4902,82.3,1128,1127,18.92,6057,101,1054,3774,1,61,63,1064,100,1.67,17.4,62.31,0.02,1.04,1.01,17.57
singleton_G7_Soil_FL_5000_A4,16,6464,Soil,Standard,57°C,QB,A4,4,A,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_A4,singleton_QB_Standard_targeted fluorescence_Soil_57°C,cycle_16,singleton,S_G7_6_A4,G7_Soil_FL_5000_A4,QB_Standard_targeted fluorescence_Soil_57°C,57C,6A4,4910,66196,22908,772209,removed,67060,107018,91540,85.54,89264,88380,82.58,107215,197,15478,2276,884,864,22184,66196,100,0.18,14.44,2.12,0.82,20.69,0.81,61.74
doubleton_G7_Soil_FL_5000_A4,16,6464,Soil,Standard,57°C,QB,A4,4,A,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_A4,doubleton_QB_Standard_targeted fluorescence_Soil_57°C,cycle_16,doubleton,D_G7_6_A4,G7_Soil_FL_5000_A4,QB_Standard_targeted fluorescence_Soil_57°C,57C,6A4,9148,58543,21084,787947,removed,58586,107018,91540,85.54,59696,59600,55.69,107215,197,15478,31844,96,43,1057,58543,100,0.18,14.44,29.7,0.09,0.99,0.04,54.6
singleton_G7_Soil_FL_5000_B1,15,5026,Soil,Standard,42°C,QB,B1,1,B,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_B1,singleton_QB_Standard_targeted fluorescence_Soil_42°C,cycle_15,singleton,S_G7_6_B1,G7_Soil_FL_5000_B1,QB_Standard_targeted fluorescence_Soil_42°C,42C,6B1,458,535,22908,772209,removed,554,4639,2818,60.75,2744,2742,59.11,6136,1497,1821,74,2,19,2207,535,100,24.4,29.68,1.21,0.03,35.97,0.31,8.72
doubleton_G7_Soil_FL_5000_B1,15,5026,Soil,Standard,42°C,QB,B1,1,B,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_B1,doubleton_QB_Standard_targeted fluorescence_Soil_42°C,cycle_15,doubleton,D_G7_6_B1,G7_Soil_FL_5000_B1,QB_Standard_targeted fluorescence_Soil_42°C,42C,6B1,521,878,21084,787947,removed,889,4639,2818,60.75,897,893,19.25,6136,1497,1821,1921,4,11,15,878,100,24.4,29.68,31.31,0.07,0.24,0.18,14.31
singleton_G7_Soil_FL_5000_B2,15,5049,Soil,Standard,47°C,QB,B2,2,B,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_B2,singleton_QB_Standard_targeted fluorescence_Soil_47°C,cycle_15,singleton,S_G7_6_B2,G7_Soil_FL_5000_B2,QB_Standard_targeted fluorescence_Soil_47°C,47C,6B2,113,140,22908,772209,removed,151,908,656,72.25,639,639,70.37,1014,106,252,17,0,11,499,140,100,10.45,24.85,1.68,0,49.21,1.08,13.81
doubleton_G7_Soil_FL_5000_B2,15,5049,Soil,Standard,47°C,QB,B2,2,B,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_B2,doubleton_QB_Standard_targeted fluorescence_Soil_47°C,cycle_15,doubleton,D_G7_6_B2,G7_Soil_FL_5000_B2,QB_Standard_targeted fluorescence_Soil_47°C,47C,6B2,131,204,21084,787947,removed,220,908,656,72.25,221,220,24.23,1014,106,252,435,1,16,16,204,100,10.45,24.85,42.9,0.1,1.58,1.58,20.12
singleton_G7_Soil_FL_5000_B3,16,6205,Soil,Standard,52°C,QB,B3,3,B,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_B3,singleton_QB_Standard_targeted fluorescence_Soil_52°C,cycle_16,singleton,S_G7_6_B3,G7_Soil_FL_5000_B3,QB_Standard_targeted fluorescence_Soil_52°C,52C,6B3,4563,57370,22908,772209,removed,58319,96704,81899,84.69,79565,78798,81.48,98164,1460,14805,2334,767,949,21428,57370,100,1.49,15.08,2.38,0.78,21.83,0.97,58.44
doubleton_G7_Soil_FL_5000_B3,16,6205,Soil,Standard,52°C,QB,B3,3,B,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_B3,doubleton_QB_Standard_targeted fluorescence_Soil_52°C,cycle_16,doubleton,D_G7_6_B3,G7_Soil_FL_5000_B3,QB_Standard_targeted fluorescence_Soil_52°C,52C,6B3,8488,51438,21084,787947,removed,51539,96704,81899,84.69,52443,52340,54.12,98164,1460,14805,29456,103,101,902,51438,100,1.49,15.08,30.01,0.1,0.92,0.1,52.4
singleton_G7_Soil_FL_5000_B4,15,5246,Soil,Standard,57°C,QB,B4,4,B,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_B4,singleton_QB_Standard_targeted fluorescence_Soil_57°C,cycle_15,singleton,S_G7_6_B4,G7_Soil_FL_5000_B4,QB_Standard_targeted fluorescence_Soil_57°C,57C,6B4,3806,44471,22908,772209,removed,45076,71587,61351,85.7,59761,59556,83.19,71711,124,10236,1590,205,605,15085,44471,100,0.17,14.27,2.22,0.29,21.04,0.84,62.01
doubleton_G7_Soil_FL_5000_B4,15,5246,Soil,Standard,57°C,QB,B4,4,B,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_B4,doubleton_QB_Standard_targeted fluorescence_Soil_57°C,cycle_15,doubleton,D_G7_6_B4,G7_Soil_FL_5000_B4,QB_Standard_targeted fluorescence_Soil_57°C,57C,6B4,7483,40185,21084,787947,removed,40233,71587,61351,85.7,40838,40752,56.93,71711,124,10236,20513,86,48,567,40185,100,0.17,14.27,28.61,0.12,0.79,0.07,56.04
singleton_G7_Soil_FL_5000_C1,16,6013,Soil,Standard,42°C,QB,C1,1,C,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_C1,singleton_QB_Standard_targeted fluorescence_Soil_42°C,cycle_16,singleton,S_G7_6_C1,G7_Soil_FL_5000_C1,QB_Standard_targeted fluorescence_Soil_42°C,42C,6C1,781,1048,22908,772209,removed,1099,11307,6286,55.59,6111,6094,53.9,14759,3452,5021,175,17,51,5046,1048,100,23.39,34.02,1.19,0.12,34.19,0.35,7.1
doubleton_G7_Soil_FL_5000_C1,16,6013,Soil,Standard,42°C,QB,C1,1,C,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_C1,doubleton_QB_Standard_targeted fluorescence_Soil_42°C,cycle_16,doubleton,D_G7_6_C1,G7_Soil_FL_5000_C1,QB_Standard_targeted fluorescence_Soil_42°C,42C,6C1,901,1820,21084,787947,removed,1834,11307,6286,55.59,1856,1852,16.38,14759,3452,5021,4430,4,14,32,1820,100,23.39,34.02,30.02,0.03,0.22,0.09,12.33
singleton_G7_Soil_FL_5000_C2,15,5172,Soil,Standard,47°C,QB,C2,2,C,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_C2,singleton_QB_Standard_targeted fluorescence_Soil_47°C,cycle_15,singleton,S_G7_6_C2,G7_Soil_FL_5000_C2,QB_Standard_targeted fluorescence_Soil_47°C,47C,6C2,3502,33952,22908,772209,removed,34512,61468,50849,82.72,49144,48966,79.66,63779,2311,10619,1705,178,560,15014,33952,100,3.62,16.65,2.67,0.28,23.54,0.88,53.23
doubleton_G7_Soil_FL_5000_C2,15,5172,Soil,Standard,47°C,QB,C2,2,C,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_C2,doubleton_QB_Standard_targeted fluorescence_Soil_47°C,cycle_15,doubleton,D_G7_6_C2,G7_Soil_FL_5000_C2,QB_Standard_targeted fluorescence_Soil_47°C,47C,6C2,6526,31798,21084,787947,removed,31845,61468,50849,82.72,32319,32258,52.48,63779,2311,10619,18530,61,47,460,31798,100,3.62,16.65,29.05,0.1,0.72,0.07,49.86
singleton_G7_Soil_FL_5000_C3,15,5240,Soil,Standard,52°C,QB,C3,3,C,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_C3,singleton_QB_Standard_targeted fluorescence_Soil_52°C,cycle_15,singleton,S_G7_6_C3,G7_Soil_FL_5000_C3,QB_Standard_targeted fluorescence_Soil_52°C,52C,6C3,4476,56259,22908,772209,removed,57242,90781,77106,84.94,75142,74732,82.32,91952,1171,13675,1964,410,983,18473,56259,100,1.27,14.87,2.14,0.45,20.09,1.07,61.18
doubleton_G7_Soil_FL_5000_C3,15,5240,Soil,Standard,52°C,QB,C3,3,C,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_C3,doubleton_QB_Standard_targeted fluorescence_Soil_52°C,cycle_15,doubleton,D_G7_6_C3,G7_Soil_FL_5000_C3,QB_Standard_targeted fluorescence_Soil_52°C,52C,6C3,8570,50919,21084,787947,removed,50994,90781,77106,84.94,51878,51780,57.04,91952,1171,13675,25228,98,75,861,50919,100,1.27,14.87,27.44,0.11,0.94,0.08,55.38
singleton_G7_Soil_FL_5000_C4,16,6417,Soil,Standard,57°C,QB,C4,4,C,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_C4,singleton_QB_Standard_targeted fluorescence_Soil_57°C,cycle_16,singleton,S_G7_6_C4,G7_Soil_FL_5000_C4,QB_Standard_targeted fluorescence_Soil_57°C,57C,6C4,6211,98712,22908,772209,removed,99893,149715,128003,85.5,125130,124086,82.88,150041,326,21712,2873,1044,1181,25374,98712,100,0.22,14.47,1.91,0.7,16.91,0.79,65.79
doubleton_G7_Soil_FL_5000_C4,16,6417,Soil,Standard,57°C,QB,C4,4,C,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_C4,doubleton_QB_Standard_targeted fluorescence_Soil_57°C,cycle_16,doubleton,D_G7_6_C4,G7_Soil_FL_5000_C4,QB_Standard_targeted fluorescence_Soil_57°C,57C,6C4,11161,86494,21084,787947,removed,86568,149715,128003,85.5,88541,88355,59.02,150041,326,21712,39462,186,74,1861,86494,100,0.22,14.47,26.3,0.12,1.24,0.05,57.65
singleton_G7_Soil_FL_5000_D1,16,6297,Soil,Standard,42°C,QB,D1,1,D,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_D1,singleton_QB_Standard_targeted fluorescence_Soil_42°C,cycle_16,singleton,S_G7_6_D1,G7_Soil_FL_5000_D1,QB_Standard_targeted fluorescence_Soil_42°C,42C,6D1,533,658,22908,772209,removed,697,7488,4541,60.64,4438,4430,59.16,9948,2460,2947,103,8,39,3772,658,100,24.73,29.62,1.04,0.08,37.92,0.39,6.61
doubleton_G7_Soil_FL_5000_D1,16,6297,Soil,Standard,42°C,QB,D1,1,D,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_D1,doubleton_QB_Standard_targeted fluorescence_Soil_42°C,cycle_16,doubleton,D_G7_6_D1,G7_Soil_FL_5000_D1,QB_Standard_targeted fluorescence_Soil_42°C,42C,6D1,631,1138,21084,787947,removed,1155,7488,4541,60.64,1165,1161,15.5,9948,2460,2947,3376,4,17,23,1138,100,24.73,29.62,33.94,0.04,0.23,0.17,11.44
singleton_G7_Soil_FL_5000_D2,15,5420,Soil,Standard,47°C,QB,D2,2,D,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_D2,singleton_QB_Standard_targeted fluorescence_Soil_47°C,cycle_15,singleton,S_G7_6_D2,G7_Soil_FL_5000_D2,QB_Standard_targeted fluorescence_Soil_47°C,47C,6D2,3527,34037,22908,772209,removed,34526,60979,50586,82.96,48943,48753,79.95,63198,2219,10393,1643,190,489,14716,34037,100,3.51,16.45,2.6,0.3,23.29,0.77,53.86
doubleton_G7_Soil_FL_5000_D2,15,5420,Soil,Standard,47°C,QB,D2,2,D,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_D2,doubleton_QB_Standard_targeted fluorescence_Soil_47°C,cycle_15,doubleton,D_G7_6_D2,G7_Soil_FL_5000_D2,QB_Standard_targeted fluorescence_Soil_47°C,47C,6D2,6713,32108,21084,787947,removed,32152,60979,50586,82.96,32600,32538,53.36,63198,2219,10393,17986,62,44,430,32108,100,3.51,16.45,28.46,0.1,0.68,0.07,50.81
singleton_G7_Soil_FL_5000_D3,15,5205,Soil,Standard,52°C,QB,D3,3,D,targeted fluorescence,G7,Soil_FL_5000,6,plate_6: 17 cycles Soil 5000 TF,G7_6_D3,singleton_QB_Standard_targeted fluorescence_Soil_52°C,cycle_15,singleton,S_G7_6_D3,G7_Soil_FL_5000_D3,QB_Standard_targeted fluorescence_Soil_52°C,52C,6D3,4803,64258,22908,772209,removed,65172,101062,86034,85.13,83839,83448,82.57,102318,1256,15028,2195,391,914,19190,64258,100,1.23,14.69,2.15,0.38,18.76,0.89,62.8
