sample_name,cycle,fluorescence,sample_type,primer_set,temperature,mastermix,well,column,row,normalization,experiment,subtitle,plate,plate_title,sample_ID,short_name,plot_cycle,data_class,sample_ID_ton,sample_name_old,short_name_old,temp_num,plate_well,sample_richness,sample_counts,sample_type_richness,sample_type_counts,contaminants,reads_with_contaminants,input,filtered,percentage.of.input.passed.filter,denoised,non.chimeric,percentage.of.input.non.chimeric,fastq_reads,trimmed_reads,filtered_reads,denoised_reads,chimeric_reads,contaminant_table_reads,contaminant_reads,usable_reads,p_fastq_reads,p_trimmed_reads,p_filtered_reads,p_denoised_reads,p_chimeric_reads,p_contaminant_reads,p_contaminant_table_reads,p_usable_reads
doubleton_G4_Feces_FL_350_F4,18,114,NTC,Standard,57°C,QB,F4,4,F,fixed cycles,G4,Feces_FL_350,2,plate_2: 18 cycles Feces 350 TF,G4_2_F4,doubleton_QB_Standard_fixed cycles_NTC_57°C,cycle_18,doubleton,D_G4_2_F4,G4_Feces_FL_350_F4,QB_Standard_fixed cycles_NTC_57°C,57C,2F4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G4_Feces_FL_350_G2,18,116,NTC,Standard,47°C,QB,G2,2,G,fixed cycles,G4,Feces_FL_350,2,plate_2: 18 cycles Feces 350 TF,G4_2_G2,doubleton_QB_Standard_fixed cycles_NTC_47°C,cycle_18,doubleton,D_G4_2_G2,G4_Feces_FL_350_G2,QB_Standard_fixed cycles_NTC_47°C,47C,2G2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G4_Feces_FL_350_G3,18,118,NTC,Standard,52°C,QB,G3,3,G,fixed cycles,G4,Feces_FL_350,2,plate_2: 18 cycles Feces 350 TF,G4_2_G3,doubleton_QB_Standard_fixed cycles_NTC_52°C,cycle_18,doubleton,D_G4_2_G3,G4_Feces_FL_350_G3,QB_Standard_fixed cycles_NTC_52°C,52C,2G3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G4_Feces_FL_350_G4,18,111,NTC,Standard,57°C,QB,G4,4,G,fixed cycles,G4,Feces_FL_350,2,plate_2: 18 cycles Feces 350 TF,G4_2_G4,doubleton_QB_Standard_fixed cycles_NTC_57°C,cycle_18,doubleton,D_G4_2_G4,G4_Feces_FL_350_G4,QB_Standard_fixed cycles_NTC_57°C,57C,2G4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G4_Feces_FL_350_H2,18,112,NTC,Standard,47°C,QB,H2,2,H,fixed cycles,G4,Feces_FL_350,2,plate_2: 18 cycles Feces 350 TF,G4_2_H2,doubleton_QB_Standard_fixed cycles_NTC_47°C,cycle_18,doubleton,D_G4_2_H2,G4_Feces_FL_350_H2,QB_Standard_fixed cycles_NTC_47°C,47C,2H2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G4_Feces_FL_350_H3,18,106,NTC,Standard,52°C,QB,H3,3,H,fixed cycles,G4,Feces_FL_350,2,plate_2: 18 cycles Feces 350 TF,G4_2_H3,doubleton_QB_Standard_fixed cycles_NTC_52°C,cycle_18,doubleton,D_G4_2_H3,G4_Feces_FL_350_H3,QB_Standard_fixed cycles_NTC_52°C,52C,2H3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G4_Feces_FL_350_H4,18,114,NTC,Standard,57°C,QB,H4,4,H,fixed cycles,G4,Feces_FL_350,2,plate_2: 18 cycles Feces 350 TF,G4_2_H4,doubleton_QB_Standard_fixed cycles_NTC_57°C,cycle_18,doubleton,D_G4_2_H4,G4_Feces_FL_350_H4,QB_Standard_fixed cycles_NTC_57°C,57C,2H4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G6_Skin_Fixed_24_A2,24,3610,Skin,Standard,47°C,QB,A2,2,A,fixed cycles,G6,Skin_Fixed_24,3,plate_3: 24 cycles Skin,G6_3_A2,doubleton_QB_Standard_fixed cycles_Skin_47°C,cycle_24,doubleton,D_G6_3_A2,G6_Skin_Fixed_24_A2,QB_Standard_fixed cycles_Skin_47°C,47C,3A2,703,78398,2640,2008559,removed,88125,146125,116877,79.98,107401,88401,60.5,157009,10884,29248,9476,19000,9727,10003,78398,100,6.93,18.63,6.04,12.1,6.37,6.2,49.93
doubleton_G6_Skin_Fixed_24_A3,24,2732,Skin,Standard,52°C,QB,A3,3,A,fixed cycles,G6,Skin_Fixed_24,3,plate_3: 24 cycles Skin,G6_3_A3,doubleton_QB_Standard_fixed cycles_Skin_52°C,cycle_24,doubleton,D_G6_3_A3,G6_Skin_Fixed_24_A3,QB_Standard_fixed cycles_Skin_52°C,52C,3A3,620,68208,2640,2008559,removed,78043,123136,106189,86.24,96935,78225,63.53,127216,4080,16947,9254,18710,9835,10017,68208,100,3.21,13.32,7.27,14.71,7.87,7.73,53.62
doubleton_G6_Skin_Fixed_24_A4,24,2943,Skin,Standard,57°C,QB,A4,4,A,fixed cycles,G6,Skin_Fixed_24,3,plate_3: 24 cycles Skin,G6_3_A4,doubleton_QB_Standard_fixed cycles_Skin_57°C,cycle_24,doubleton,D_G6_3_A4,G6_Skin_Fixed_24_A4,QB_Standard_fixed cycles_Skin_57°C,57C,3A4,613,78433,2640,2008559,removed,89943,154132,133830,86.83,120295,90114,58.47,154643,511,20302,13535,30181,11510,11681,78433,100,0.33,13.13,8.75,19.52,7.55,7.44,50.72
doubleton_G6_Skin_Fixed_24_B2,24,3798,Skin,Standard,47°C,QB,B2,2,B,fixed cycles,G6,Skin_Fixed_24,3,plate_3: 24 cycles Skin,G6_3_B2,doubleton_QB_Standard_fixed cycles_Skin_47°C,cycle_24,doubleton,D_G6_3_B2,G6_Skin_Fixed_24_B2,QB_Standard_fixed cycles_Skin_47°C,47C,3B2,300,15783,2640,2008559,removed,17730,32444,26261,80.94,23370,17741,54.68,33735,1291,6183,2891,5629,1947,1958,15783,100,3.83,18.33,8.57,16.69,5.8,5.77,46.79
doubleton_G6_Skin_Fixed_24_B3,24,3524,Skin,Standard,52°C,QB,B3,3,B,fixed cycles,G6,Skin_Fixed_24,3,plate_3: 24 cycles Skin,G6_3_B3,doubleton_QB_Standard_fixed cycles_Skin_52°C,cycle_24,doubleton,D_G6_3_B3,G6_Skin_Fixed_24_B3,QB_Standard_fixed cycles_Skin_52°C,52C,3B3,610,65751,2640,2008559,removed,75114,121561,104104,85.64,94702,75264,61.91,125085,3524,17457,9402,19438,9363,9513,65751,100,2.82,13.96,7.52,15.54,7.61,7.49,52.57
doubleton_G6_Skin_Fixed_24_B4,24,4001,Skin,Standard,57°C,QB,B4,4,B,fixed cycles,G6,Skin_Fixed_24,3,plate_3: 24 cycles Skin,G6_3_B4,doubleton_QB_Standard_fixed cycles_Skin_57°C,cycle_24,doubleton,D_G6_3_B4,G6_Skin_Fixed_24_B4,QB_Standard_fixed cycles_Skin_57°C,57C,3B4,622,82255,2640,2008559,removed,94609,150206,130677,87,119675,94836,63.14,150731,525,19529,11002,24839,12354,12581,82255,100,0.35,12.96,7.3,16.48,8.35,8.2,54.57
doubleton_G6_Skin_Fixed_24_C2,24,4112,Skin,Standard,47°C,QB,C2,2,C,fixed cycles,G6,Skin_Fixed_24,3,plate_3: 24 cycles Skin,G6_3_C2,doubleton_QB_Standard_fixed cycles_Skin_47°C,cycle_24,doubleton,D_G6_3_C2,G6_Skin_Fixed_24_C2,QB_Standard_fixed cycles_Skin_47°C,47C,3C2,641,65589,2640,2008559,removed,74092,122253,99482,81.37,91116,74314,60.79,130171,7918,22771,8366,16802,8503,8725,65589,100,6.08,17.49,6.43,12.91,6.7,6.53,50.39
doubleton_G6_Skin_Fixed_24_C3,24,3760,Skin,Standard,52°C,QB,C3,3,C,fixed cycles,G6,Skin_Fixed_24,3,plate_3: 24 cycles Skin,G6_3_C3,doubleton_QB_Standard_fixed cycles_Skin_52°C,cycle_24,doubleton,D_G6_3_C3,G6_Skin_Fixed_24_C3,QB_Standard_fixed cycles_Skin_52°C,52C,3C3,607,71966,2640,2008559,removed,82582,130070,111805,85.96,102252,82768,63.63,134031,3961,18265,9553,19484,10616,10802,71966,100,2.96,13.63,7.13,14.54,8.06,7.92,53.69
doubleton_G6_Skin_Fixed_24_C4,24,3757,Skin,Standard,57°C,QB,C4,4,C,fixed cycles,G6,Skin_Fixed_24,3,plate_3: 24 cycles Skin,G6_3_C4,doubleton_QB_Standard_fixed cycles_Skin_57°C,cycle_24,doubleton,D_G6_3_C4,G6_Skin_Fixed_24_C4,QB_Standard_fixed cycles_Skin_57°C,57C,3C4,727,109694,2640,2008559,removed,126504,195588,169818,86.82,156527,126734,64.8,196187,599,25770,13291,29793,16810,17040,109694,100,0.31,13.14,6.77,15.19,8.69,8.57,55.91
doubleton_G6_Skin_Fixed_24_D2,24,3901,Skin,Standard,47°C,QB,D2,2,D,fixed cycles,G6,Skin_Fixed_24,3,plate_3: 24 cycles Skin,G6_3_D2,doubleton_QB_Standard_fixed cycles_Skin_47°C,cycle_24,doubleton,D_G6_3_D2,G6_Skin_Fixed_24_D2,QB_Standard_fixed cycles_Skin_47°C,47C,3D2,639,71050,2640,2008559,removed,80014,131409,106812,81.28,98391,80209,61.04,139717,8308,24597,8421,18182,8964,9159,71050,100,5.95,17.6,6.03,13.01,6.56,6.42,50.85
doubleton_G6_Skin_Fixed_24_D3,24,2976,Skin,Standard,52°C,QB,D3,3,D,fixed cycles,G6,Skin_Fixed_24,3,plate_3: 24 cycles Skin,G6_3_D3,doubleton_QB_Standard_fixed cycles_Skin_52°C,cycle_24,doubleton,D_G6_3_D3,G6_Skin_Fixed_24_D3,QB_Standard_fixed cycles_Skin_52°C,52C,3D3,609,65182,2640,2008559,removed,74598,121431,104068,85.7,94623,74774,61.58,124635,3204,17363,9445,19849,9416,9592,65182,100,2.57,13.93,7.58,15.93,7.7,7.55,52.3
doubleton_G6_Skin_Fixed_24_D4,24,3835,Skin,Standard,57°C,QB,D4,4,D,fixed cycles,G6,Skin_Fixed_24,3,plate_3: 24 cycles Skin,G6_3_D4,doubleton_QB_Standard_fixed cycles_Skin_57°C,cycle_24,doubleton,D_G6_3_D4,G6_Skin_Fixed_24_D4,QB_Standard_fixed cycles_Skin_57°C,57C,3D4,700,108473,2640,2008559,removed,125210,193718,168252,86.85,155283,125430,64.75,194333,615,25466,12969,29853,16737,16957,108473,100,0.32,13.1,6.67,15.36,8.73,8.61,55.82
doubleton_G6_Skin_Fixed_24_E2,24,144,NTC,Standard,47°C,QB,E2,2,E,fixed cycles,G6,Skin_Fixed_24,3,plate_3: 24 cycles Skin,G6_3_E2,doubleton_QB_Standard_fixed cycles_NTC_47°C,cycle_24,doubleton,D_G6_3_E2,G6_Skin_Fixed_24_E2,QB_Standard_fixed cycles_NTC_47°C,47C,3E2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G6_Skin_Fixed_24_E3,24,154,NTC,Standard,52°C,QB,E3,3,E,fixed cycles,G6,Skin_Fixed_24,3,plate_3: 24 cycles Skin,G6_3_E3,doubleton_QB_Standard_fixed cycles_NTC_52°C,cycle_24,doubleton,D_G6_3_E3,G6_Skin_Fixed_24_E3,QB_Standard_fixed cycles_NTC_52°C,52C,3E3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G6_Skin_Fixed_24_E4,24,165,NTC,Standard,57°C,QB,E4,4,E,fixed cycles,G6,Skin_Fixed_24,3,plate_3: 24 cycles Skin,G6_3_E4,doubleton_QB_Standard_fixed cycles_NTC_57°C,cycle_24,doubleton,D_G6_3_E4,G6_Skin_Fixed_24_E4,QB_Standard_fixed cycles_NTC_57°C,57C,3E4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G6_Skin_Fixed_24_F2,24,151,NTC,Standard,47°C,QB,F2,2,F,fixed cycles,G6,Skin_Fixed_24,3,plate_3: 24 cycles Skin,G6_3_F2,doubleton_QB_Standard_fixed cycles_NTC_47°C,cycle_24,doubleton,D_G6_3_F2,G6_Skin_Fixed_24_F2,QB_Standard_fixed cycles_NTC_47°C,47C,3F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G6_Skin_Fixed_24_F3,24,136,NTC,Standard,52°C,QB,F3,3,F,fixed cycles,G6,Skin_Fixed_24,3,plate_3: 24 cycles Skin,G6_3_F3,doubleton_QB_Standard_fixed cycles_NTC_52°C,cycle_24,doubleton,D_G6_3_F3,G6_Skin_Fixed_24_F3,QB_Standard_fixed cycles_NTC_52°C,52C,3F3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G6_Skin_Fixed_24_F4,24,180,NTC,Standard,57°C,QB,F4,4,F,fixed cycles,G6,Skin_Fixed_24,3,plate_3: 24 cycles Skin,G6_3_F4,doubleton_QB_Standard_fixed cycles_NTC_57°C,cycle_24,doubleton,D_G6_3_F4,G6_Skin_Fixed_24_F4,QB_Standard_fixed cycles_NTC_57°C,57C,3F4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G6_Skin_Fixed_24_G2,24,154,NTC,Standard,47°C,QB,G2,2,G,fixed cycles,G6,Skin_Fixed_24,3,plate_3: 24 cycles Skin,G6_3_G2,doubleton_QB_Standard_fixed cycles_NTC_47°C,cycle_24,doubleton,D_G6_3_G2,G6_Skin_Fixed_24_G2,QB_Standard_fixed cycles_NTC_47°C,47C,3G2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G6_Skin_Fixed_24_G3,24,150,NTC,Standard,52°C,QB,G3,3,G,fixed cycles,G6,Skin_Fixed_24,3,plate_3: 24 cycles Skin,G6_3_G3,doubleton_QB_Standard_fixed cycles_NTC_52°C,cycle_24,doubleton,D_G6_3_G3,G6_Skin_Fixed_24_G3,QB_Standard_fixed cycles_NTC_52°C,52C,3G3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G6_Skin_Fixed_24_G4,24,165,NTC,Standard,57°C,QB,G4,4,G,fixed cycles,G6,Skin_Fixed_24,3,plate_3: 24 cycles Skin,G6_3_G4,doubleton_QB_Standard_fixed cycles_NTC_57°C,cycle_24,doubleton,D_G6_3_G4,G6_Skin_Fixed_24_G4,QB_Standard_fixed cycles_NTC_57°C,57C,3G4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G6_Skin_Fixed_24_H2,24,122,NTC,Standard,47°C,QB,H2,2,H,fixed cycles,G6,Skin_Fixed_24,3,plate_3: 24 cycles Skin,G6_3_H2,doubleton_QB_Standard_fixed cycles_NTC_47°C,cycle_24,doubleton,D_G6_3_H2,G6_Skin_Fixed_24_H2,QB_Standard_fixed cycles_NTC_47°C,47C,3H2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G6_Skin_Fixed_24_H3,24,117,NTC,Standard,52°C,QB,H3,3,H,fixed cycles,G6,Skin_Fixed_24,3,plate_3: 24 cycles Skin,G6_3_H3,doubleton_QB_Standard_fixed cycles_NTC_52°C,cycle_24,doubleton,D_G6_3_H3,G6_Skin_Fixed_24_H3,QB_Standard_fixed cycles_NTC_52°C,52C,3H3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G6_Skin_Fixed_24_H4,24,166,NTC,Standard,57°C,QB,H4,4,H,fixed cycles,G6,Skin_Fixed_24,3,plate_3: 24 cycles Skin,G6_3_H4,doubleton_QB_Standard_fixed cycles_NTC_57°C,cycle_24,doubleton,D_G6_3_H4,G6_Skin_Fixed_24_H4,QB_Standard_fixed cycles_NTC_57°C,57C,3H4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G6_Skin_FL_2500_A2,20,3001,Skin,Standard,47°C,QB,A2,2,A,targeted fluorescence,G6,Skin_FL_2500,4,plate_4: 20 cycles Skin 2500 TF,G6_4_A2,doubleton_QB_Standard_targeted fluorescence_Skin_47°C,cycle_20,doubleton,D_G6_4_A2,G6_Skin_FL_2500_A2,QB_Standard_targeted fluorescence_Skin_47°C,47C,4A2,698,67702,2640,2008559,removed,77666,105083,89215,84.9,84340,77890,74.12,108956,3873,15868,4875,6450,9964,10188,67702,100,3.55,14.56,4.47,5.92,9.35,9.14,62.14
doubleton_G6_Skin_FL_2500_A3,24,341,Skin,Standard,52°C,QB,A3,3,A,targeted fluorescence,G6,Skin_FL_2500,4,plate_4: 20 cycles Skin 2500 TF,G6_4_A3,doubleton_QB_Standard_targeted fluorescence_Skin_52°C,cycle_24,doubleton,D_G6_4_A3,G6_Skin_FL_2500_A3,QB_Standard_targeted fluorescence_Skin_52°C,52C,4A3,53,310,2640,2008559,removed,330,1389,1186,85.39,348,332,23.9,1402,13,203,838,16,20,22,310,100,0.93,14.48,59.77,1.14,1.57,1.43,22.11
doubleton_G6_Skin_FL_2500_A4,19,2577,Skin,Standard,57°C,QB,A4,4,A,targeted fluorescence,G6,Skin_FL_2500,4,plate_4: 20 cycles Skin 2500 TF,G6_4_A4,doubleton_QB_Standard_targeted fluorescence_Skin_57°C,cycle_19,doubleton,D_G6_4_A4,G6_Skin_FL_2500_A4,QB_Standard_targeted fluorescence_Skin_57°C,57C,4A4,600,69685,2640,2008559,removed,80720,97625,84939,87.01,82069,80871,82.84,97829,204,12686,2870,1198,11035,11186,69685,100,0.21,12.97,2.93,1.22,11.43,11.28,71.23
doubleton_G6_Skin_FL_2500_B2,19,2564,Skin,Standard,47°C,QB,B2,2,B,targeted fluorescence,G6,Skin_FL_2500,4,plate_4: 20 cycles Skin 2500 TF,G6_4_B2,doubleton_QB_Standard_targeted fluorescence_Skin_47°C,cycle_19,doubleton,D_G6_4_B2,G6_Skin_FL_2500_B2,QB_Standard_targeted fluorescence_Skin_47°C,47C,4B2,646,66244,2640,2008559,removed,76148,93855,80650,85.93,77331,76358,81.36,96693,2838,13205,3319,973,9904,10114,66244,100,2.94,13.66,3.43,1.01,10.46,10.24,68.51
doubleton_G6_Skin_FL_2500_B3,20,2939,Skin,Standard,52°C,QB,B3,3,B,targeted fluorescence,G6,Skin_FL_2500,4,plate_4: 20 cycles Skin 2500 TF,G6_4_B3,doubleton_QB_Standard_targeted fluorescence_Skin_52°C,cycle_20,doubleton,D_G6_4_B3,G6_Skin_FL_2500_B3,QB_Standard_targeted fluorescence_Skin_52°C,52C,4B3,738,93902,2640,2008559,removed,108089,133298,115666,86.77,111422,108363,81.29,135625,2327,17632,4244,3059,14187,14461,93902,100,1.72,13,3.13,2.26,10.66,10.46,69.24
doubleton_G6_Skin_FL_2500_B4,19,2833,Skin,Standard,57°C,QB,B4,4,B,targeted fluorescence,G6,Skin_FL_2500,4,plate_4: 20 cycles Skin 2500 TF,G6_4_B4,doubleton_QB_Standard_targeted fluorescence_Skin_57°C,cycle_19,doubleton,D_G6_4_B4,G6_Skin_FL_2500_B4,QB_Standard_targeted fluorescence_Skin_57°C,57C,4B4,618,66638,2640,2008559,removed,76996,93237,81014,86.89,78209,77167,82.76,93392,155,12223,2805,1042,10358,10529,66638,100,0.17,13.09,3,1.12,11.27,11.09,71.35
doubleton_G6_Skin_FL_2500_C2,19,2717,Skin,Standard,47°C,QB,C2,2,C,targeted fluorescence,G6,Skin_FL_2500,4,plate_4: 20 cycles Skin 2500 TF,G6_4_C2,doubleton_QB_Standard_targeted fluorescence_Skin_47°C,cycle_19,doubleton,D_G6_4_C2,G6_Skin_FL_2500_C2,QB_Standard_targeted fluorescence_Skin_47°C,47C,4C2,641,65092,2640,2008559,removed,75034,92138,79069,85.82,75981,75212,81.63,94982,2844,13069,3088,769,9942,10120,65092,100,2.99,13.76,3.25,0.81,10.65,10.47,68.53
doubleton_G6_Skin_FL_2500_C3,19,2852,Skin,Standard,52°C,QB,C3,3,C,targeted fluorescence,G6,Skin_FL_2500,4,plate_4: 20 cycles Skin 2500 TF,G6_4_C3,doubleton_QB_Standard_targeted fluorescence_Skin_52°C,cycle_19,doubleton,D_G6_4_C3,G6_Skin_FL_2500_C3,QB_Standard_targeted fluorescence_Skin_52°C,52C,4C3,650,81261,2640,2008559,removed,93825,113762,98896,86.93,95339,94078,82.7,115504,1742,14866,3557,1261,12564,12817,81261,100,1.51,12.87,3.08,1.09,11.1,10.88,70.35
doubleton_G6_Skin_FL_2500_C4,19,2645,Skin,Standard,57°C,QB,C4,4,C,targeted fluorescence,G6,Skin_FL_2500,4,plate_4: 20 cycles Skin 2500 TF,G6_4_C4,doubleton_QB_Standard_targeted fluorescence_Skin_57°C,cycle_19,doubleton,D_G6_4_C4,G6_Skin_FL_2500_C4,QB_Standard_targeted fluorescence_Skin_57°C,57C,4C4,613,67516,2640,2008559,removed,78077,94023,81803,87,79189,78270,83.25,94212,189,12220,2614,919,10561,10754,67516,100,0.2,12.97,2.77,0.98,11.41,11.21,71.66
doubleton_G6_Skin_FL_2500_D2,19,2733,Skin,Standard,47°C,QB,D2,2,D,targeted fluorescence,G6,Skin_FL_2500,4,plate_4: 20 cycles Skin 2500 TF,G6_4_D2,doubleton_QB_Standard_targeted fluorescence_Skin_47°C,cycle_19,doubleton,D_G6_4_D2,G6_Skin_FL_2500_D2,QB_Standard_targeted fluorescence_Skin_47°C,47C,4D2,585,55423,2640,2008559,removed,63750,77792,66897,85.99,64312,63890,82.13,79878,2086,10895,2585,422,8327,8467,55423,100,2.61,13.64,3.24,0.53,10.6,10.42,69.38
doubleton_G6_Skin_FL_2500_D3,19,2781,Skin,Standard,52°C,QB,D3,3,D,targeted fluorescence,G6,Skin_FL_2500,4,plate_4: 20 cycles Skin 2500 TF,G6_4_D3,doubleton_QB_Standard_targeted fluorescence_Skin_52°C,cycle_19,doubleton,D_G6_4_D3,G6_Skin_FL_2500_D3,QB_Standard_targeted fluorescence_Skin_52°C,52C,4D3,643,74945,2640,2008559,removed,86113,103778,90302,87.01,87250,86326,83.18,105337,1559,13476,3052,924,11168,11381,74945,100,1.48,12.79,2.9,0.88,10.8,10.6,71.15
doubleton_G6_Skin_FL_2500_D4,19,2636,Skin,Standard,57°C,QB,D4,4,D,targeted fluorescence,G6,Skin_FL_2500,4,plate_4: 20 cycles Skin 2500 TF,G6_4_D4,doubleton_QB_Standard_targeted fluorescence_Skin_57°C,cycle_19,doubleton,D_G6_4_D4,G6_Skin_FL_2500_D4,QB_Standard_targeted fluorescence_Skin_57°C,57C,4D4,582,65588,2640,2008559,removed,75936,91436,79542,86.99,76965,76122,83.25,91607,171,11894,2577,843,10348,10534,65588,100,0.19,12.98,2.81,0.92,11.5,11.3,71.6
doubleton_G6_Skin_FL_2500_E2,20,116,NTC,Standard,47°C,QB,E2,2,E,fixed cycles,G6,Skin_FL_2500,4,plate_4: 20 cycles Skin 2500 TF,G6_4_E2,doubleton_QB_Standard_fixed cycles_NTC_47°C,cycle_20,doubleton,D_G6_4_E2,G6_Skin_FL_2500_E2,QB_Standard_fixed cycles_NTC_47°C,47C,4E2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G6_Skin_FL_2500_E3,20,137,NTC,Standard,52°C,QB,E3,3,E,fixed cycles,G6,Skin_FL_2500,4,plate_4: 20 cycles Skin 2500 TF,G6_4_E3,doubleton_QB_Standard_fixed cycles_NTC_52°C,cycle_20,doubleton,D_G6_4_E3,G6_Skin_FL_2500_E3,QB_Standard_fixed cycles_NTC_52°C,52C,4E3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G6_Skin_FL_2500_E4,20,132,NTC,Standard,57°C,QB,E4,4,E,fixed cycles,G6,Skin_FL_2500,4,plate_4: 20 cycles Skin 2500 TF,G6_4_E4,doubleton_QB_Standard_fixed cycles_NTC_57°C,cycle_20,doubleton,D_G6_4_E4,G6_Skin_FL_2500_E4,QB_Standard_fixed cycles_NTC_57°C,57C,4E4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G6_Skin_FL_2500_F2,20,124,NTC,Standard,47°C,QB,F2,2,F,fixed cycles,G6,Skin_FL_2500,4,plate_4: 20 cycles Skin 2500 TF,G6_4_F2,doubleton_QB_Standard_fixed cycles_NTC_47°C,cycle_20,doubleton,D_G6_4_F2,G6_Skin_FL_2500_F2,QB_Standard_fixed cycles_NTC_47°C,47C,4F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G6_Skin_FL_2500_F3,20,117,NTC,Standard,52°C,QB,F3,3,F,fixed cycles,G6,Skin_FL_2500,4,plate_4: 20 cycles Skin 2500 TF,G6_4_F3,doubleton_QB_Standard_fixed cycles_NTC_52°C,cycle_20,doubleton,D_G6_4_F3,G6_Skin_FL_2500_F3,QB_Standard_fixed cycles_NTC_52°C,52C,4F3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doubleton_G6_Skin_FL_2500_F4,20,132,NTC,Standard,57°C,QB,F4,4,F,fixed cycles,G6,Skin_FL_2500,4,plate_4: 20 cycles Skin 2500 TF,G6_4_F4,doubleton_QB_Standard_fixed cycles_NTC_57°C,cycle_20,doubleton,D_G6_4_F4,G6_Skin_FL_2500_F4,QB_Standard_fixed cycles_NTC_57°C,57C,4F4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
